periodo,anio,mes,banco,grupo,indicador,segmento,valor
2023-06-01,2023,6,banco_santander_chile,banca_tradicional,indice_provisiones,comerciales,3.486965835719708
2023-06-01,2023,6,banco_santander_chile,banca_tradicional,indice_provisiones,consumo,6.054548624567284
2023-06-01,2023,6,banco_santander_chile,banca_tradicional,indice_provisiones,personas_total,1.9611187932127947
2023-06-01,2023,6,banco_santander_chile,banca_tradicional,indice_provisiones,total_colocaciones,2.663747031022029
2023-06-01,2023,6,banco_santander_chile,banca_tradicional,indice_provisiones,vivienda,0.8162522545002767
2023-07-01,2023,7,banco_bci,banca_tradicional,indice_provisiones,adeudado_bancos,0.16481662619897897
2023-07-01,2023,7,banco_bci,banca_tradicional,indice_provisiones,comerciales,2.0105931108064996
2023-07-01,2023,7,banco_bci,banca_tradicional,indice_provisiones,consumo,8.533035033755706
2023-07-01,2023,7,banco_bci,banca_tradicional,indice_provisiones,personas_total,2.1327931489899763
2023-07-01,2023,7,banco_bci,banca_tradicional,indice_provisiones,total_colocaciones,2.0621857762224907
2023-07-01,2023,7,banco_bci,banca_tradicional,indice_provisiones,vivienda,0.46667780427803024
2023-07-01,2023,7,banco_de_chile,banca_tradicional,indice_provisiones,adeudado_bancos,0.19874578102918797
2023-07-01,2023,7,banco_de_chile,banca_tradicional,indice_provisiones,comerciales,1.9086779258665483
2023-07-01,2023,7,banco_de_chile,banca_tradicional,indice_provisiones,consumo,6.712071348769426
2023-07-01,2023,7,banco_de_chile,banca_tradicional,indice_provisiones,personas_total,2.20482576678463
2023-07-01,2023,7,banco_de_chile,banca_tradicional,indice_provisiones,total_colocaciones,2.0460783918549854
2023-07-01,2023,7,banco_de_chile,banca_tradicional,indice_provisiones,vivienda,0.25542521941343
2023-07-01,2023,7,banco_falabella,retail_financiero,indice_provisiones,adeudado_bancos,
2023-07-01,2023,7,banco_falabella,retail_financiero,indice_provisiones,comerciales,4.219072553424499
2023-07-01,2023,7,banco_falabella,retail_financiero,indice_provisiones,consumo,9.97819688910305
2023-07-01,2023,7,banco_falabella,retail_financiero,indice_provisiones,personas_total,5.94583910336568
2023-07-01,2023,7,banco_falabella,retail_financiero,indice_provisiones,total_colocaciones,5.859877183606674
2023-07-01,2023,7,banco_falabella,retail_financiero,indice_provisiones,vivienda,0.4952216551390483
2023-07-01,2023,7,banco_ripley,retail_financiero,indice_provisiones,adeudado_bancos,
2023-07-01,2023,7,banco_ripley,retail_financiero,indice_provisiones,comerciales,10.928331828525359
2023-07-01,2023,7,banco_ripley,retail_financiero,indice_provisiones,consumo,9.40761068213299
2023-07-01,2023,7,banco_ripley,retail_financiero,indice_provisiones,personas_total,7.882133608826047
2023-07-01,2023,7,banco_ripley,retail_financiero,indice_provisiones,total_colocaciones,7.888639810144905
2023-07-01,2023,7,banco_ripley,retail_financiero,indice_provisiones,vivienda,0.6380624076675261
2023-07-01,2023,7,banco_santander_chile,banca_tradicional,indice_provisiones,adeudado_bancos,0.049764962847037145
2023-07-01,2023,7,banco_santander_chile,banca_tradicional,indice_provisiones,comerciales,3.5255415914925274
2023-07-01,2023,7,banco_santander_chile,banca_tradicional,indice_provisiones,consumo,6.13320949913866
2023-07-01,2023,7,banco_santander_chile,banca_tradicional,indice_provisiones,personas_total,1.9888032850100836
2023-07-01,2023,7,banco_santander_chile,banca_tradicional,indice_provisiones,total_colocaciones,2.694185670533876
2023-07-01,2023,7,banco_santander_chile,banca_tradicional,indice_provisiones,vivienda,0.8271593053602054
2023-08-01,2023,8,banco_bci,banca_tradicional,indice_provisiones,adeudado_bancos,0.16396031397728764
2023-08-01,2023,8,banco_bci,banca_tradicional,indice_provisiones,comerciales,1.9091014722502102
2023-08-01,2023,8,banco_bci,banca_tradicional,indice_provisiones,consumo,8.571744075924247
2023-08-01,2023,8,banco_bci,banca_tradicional,indice_provisiones,personas_total,2.137604053200431
2023-08-01,2023,8,banco_bci,banca_tradicional,indice_provisiones,total_colocaciones,2.005378302103074
2023-08-01,2023,8,banco_bci,banca_tradicional,indice_provisiones,vivienda,0.472957541146313
2023-08-01,2023,8,banco_de_chile,banca_tradicional,indice_provisiones,adeudado_bancos,0.12406313841193685
2023-08-01,2023,8,banco_de_chile,banca_tradicional,indice_provisiones,comerciales,1.8351082353666466
2023-08-01,2023,8,banco_de_chile,banca_tradicional,indice_provisiones,consumo,6.6728619247854395
2023-08-01,2023,8,banco_de_chile,banca_tradicional,indice_provisiones,personas_total,2.201314162410085
2023-08-01,2023,8,banco_de_chile,banca_tradicional,indice_provisiones,total_colocaciones,2.004782295407655
2023-08-01,2023,8,banco_de_chile,banca_tradicional,indice_provisiones,vivienda,0.2567434567439206
2023-08-01,2023,8,banco_falabella,retail_financiero,indice_provisiones,adeudado_bancos,
2023-08-01,2023,8,banco_falabella,retail_financiero,indice_provisiones,comerciales,4.2998131800007915
2023-08-01,2023,8,banco_falabella,retail_financiero,indice_provisiones,consumo,9.653428614970764
2023-08-01,2023,8,banco_falabella,retail_financiero,indice_provisiones,personas_total,5.721769659753393
2023-08-01,2023,8,banco_falabella,retail_financiero,indice_provisiones,total_colocaciones,5.649616867796114
2023-08-01,2023,8,banco_falabella,retail_financiero,indice_provisiones,vivienda,0.49523396058742847
2023-08-01,2023,8,banco_ripley,retail_financiero,indice_provisiones,adeudado_bancos,
2023-08-01,2023,8,banco_ripley,retail_financiero,indice_provisiones,comerciales,10.313862136911148
2023-08-01,2023,8,banco_ripley,retail_financiero,indice_provisiones,consumo,9.780288516376068
2023-08-01,2023,8,banco_ripley,retail_financiero,indice_provisiones,personas_total,8.173276185766602
2023-08-01,2023,8,banco_ripley,retail_financiero,indice_provisiones,total_colocaciones,8.177690539659652
2023-08-01,2023,8,banco_ripley,retail_financiero,indice_provisiones,vivienda,0.5201779097221226
2023-08-01,2023,8,banco_santander_chile,banca_tradicional,indice_provisiones,adeudado_bancos,0.18482177359685875
2023-08-01,2023,8,banco_santander_chile,banca_tradicional,indice_provisiones,comerciales,3.5322286078022165
2023-08-01,2023,8,banco_santander_chile,banca_tradicional,indice_provisiones,consumo,6.128093546715823
2023-08-01,2023,8,banco_santander_chile,banca_tradicional,indice_provisiones,personas_total,1.9992292445301676
2023-08-01,2023,8,banco_santander_chile,banca_tradicional,indice_provisiones,total_colocaciones,2.7023768018348715
2023-08-01,2023,8,banco_santander_chile,banca_tradicional,indice_provisiones,vivienda,0.844724058813465
2023-09-01,2023,9,banco_bci,banca_tradicional,indice_provisiones,adeudado_bancos,0.1666374547649956
2023-09-01,2023,9,banco_bci,banca_tradicional,indice_provisiones,comerciales,1.9054526286050188
2023-09-01,2023,9,banco_bci,banca_tradicional,indice_provisiones,consumo,8.647587317883607
2023-09-01,2023,9,banco_bci,banca_tradicional,indice_provisiones,personas_total,2.14402742901843
2023-09-01,2023,9,banco_bci,banca_tradicional,indice_provisiones,total_colocaciones,2.005511612570141
2023-09-01,2023,9,banco_bci,banca_tradicional,indice_provisiones,vivienda,0.4855189062566637
2023-09-01,2023,9,banco_de_chile,banca_tradicional,indice_provisiones,adeudado_bancos,0.15786420719312347
2023-09-01,2023,9,banco_de_chile,banca_tradicional,indice_provisiones,comerciales,1.8667666616218166
2023-09-01,2023,9,banco_de_chile,banca_tradicional,indice_provisiones,consumo,6.647337673814412
2023-09-01,2023,9,banco_de_chile,banca_tradicional,indice_provisiones,personas_total,2.170189414290713
2023-09-01,2023,9,banco_de_chile,banca_tradicional,indice_provisiones,total_colocaciones,2.00833111351397
2023-09-01,2023,9,banco_de_chile,banca_tradicional,indice_provisiones,vivienda,0.2568201807789697
2023-09-01,2023,9,banco_falabella,retail_financiero,indice_provisiones,adeudado_bancos,
2023-09-01,2023,9,banco_falabella,retail_financiero,indice_provisiones,comerciales,4.521410517395138
2023-09-01,2023,9,banco_falabella,retail_financiero,indice_provisiones,consumo,9.91118092630278
2023-09-01,2023,9,banco_falabella,retail_financiero,indice_provisiones,personas_total,5.829016290960871
2023-09-01,2023,9,banco_falabella,retail_financiero,indice_provisiones,total_colocaciones,5.761281159838168
2023-09-01,2023,9,banco_falabella,retail_financiero,indice_provisiones,vivienda,0.5056919944739063
2023-09-01,2023,9,banco_ripley,retail_financiero,indice_provisiones,adeudado_bancos,
2023-09-01,2023,9,banco_ripley,retail_financiero,indice_provisiones,comerciales,10.307601549659644
2023-09-01,2023,9,banco_ripley,retail_financiero,indice_provisiones,consumo,9.971589261181695
2023-09-01,2023,9,banco_ripley,retail_financiero,indice_provisiones,personas_total,8.340103035768983
2023-09-01,2023,9,banco_ripley,retail_financiero,indice_provisiones,total_colocaciones,8.344057290890992
